Time (s),Value A
50.14478373527527,6.08
50.19499158859253,7.81
50.244372606277466,1.41
50.294371604919434,11.61
50.34437322616577,4.58
50.39454007148743,1.41
50.444371938705444,5.38
50.49443864822388,11.78
50.54445838928223,1.73
50.594624042510986,4.89
50.64437699317932,3.16
50.69454789161682,8.42
50.744365215301514,7.93
50.79455518722534,1.73
50.844459772109985,11.53
50.894654273986816,2.23
50.94436693191528,4.12
50.994539737701416,9.69
51.044400215148926,2.44
51.094568967819214,8.6
51.144800424575806,7.93
51.19403004646301,9.59
51.24439597129822,12.48
51.29458689689636,5.91
51.344372510910034,6.0
51.39456129074097,1.41
51.44439697265625,4.12
51.49457359313965,10.67
51.54446268081665,6.32
51.594648122787476,1.41
51.64436435699463,2.0
51.69453191757202,5.19
51.74437761306763,4.35
51.79457330703735,9.27
51.84446692466736,1.41
51.89464354515076,9.53
51.94438600540161,3.31
51.99455213546753,7.41
52.04438066482544,7.74
52.09454298019409,11.04
52.144757986068726,7.48
52.19493889808655,1.41
52.244383811950684,3.16
52.29457139968872,6.24
52.34438610076904,9.59
52.394553661346436,9.0
52.444414377212524,1.73
52.49458909034729,5.65
52.544485092163086,10.0
52.59465050697327,7.21
52.644416093826294,9.38
52.694602727890015,9.16
52.744802713394165,2.82
52.79500150680542,2.0
52.84449553489685,6.7
52.89466309547424,1.41
52.944387674331665,10.0
52.994542360305786,8.3
53.04439854621887,4.0
53.09456515312195,7.48
53.14475202560425,1.73
53.19491219520569,8.66
53.24441742897034,3.87
53.29460382461548,4.89
53.34444212913513,8.77
53.39461421966553,4.89
53.444549560546875,11.61
53.49472379684448,7.14
53.54449820518494,10.53
53.59462380409241,5.56
53.6444034576416,7.21
53.6946325302124,11.83
53.74441409111023,8.0
53.79461145401001,7.07
53.84448194503784,9.32
53.894651651382446,3.31
53.94435667991638,3.6
53.9945182800293,8.54
54.04439449310303,5.29
54.094555616378784,5.38
54.144755363464355,8.18
54.19492316246033,4.69
54.244418144226074,1.41
54.29474067687988,5.65
54.34437704086304,12.12
54.39454627037048,1.73
54.44437837600708,2.0
54.49456429481506,10.81
54.54446864128113,7.07
54.59463834762573,2.82
54.644449949264526,4.69
54.694621086120605,7.0
54.74438762664795,8.12
54.79456448554993,5.09
54.844483852386475,9.43
54.894652366638184,7.21
54.944419860839844,6.32
54.99459385871887,6.4
55.04443836212158,3.87
55.09461808204651,6.32
55.14475989341736,12.44
55.19492554664612,7.41
55.244401931762695,7.07
55.29458785057068,2.0
55.344372034072876,7.87
55.394540309906006,5.91
55.44450068473816,1.0
55.49470543861389,1.73
55.54438519477844,12.2
55.59456443786621,4.47
55.64440703392029,9.11
55.694570779800415,1.41
55.74446129798889,2.23
55.79464244842529,12.04
55.84440207481384,7.74
55.89461326599121,5.29
55.94440269470215,2.0
55.994577169418335,5.91
56.04452466964722,7.34
56.094688177108765,9.74
56.144695520401,5.0
56.194865226745605,3.46
56.24443793296814,8.83
56.29461979866028,2.0
56.34450054168701,10.86
56.39466738700867,7.41
56.44443464279175,6.92
56.494600772857666,7.0
56.544429540634155,2.0
56.59459352493286,5.38
56.644524812698364,6.0
56.694684743881226,3.16
56.74443793296814,12.0
56.7946240901947,5.19
56.84445643424988,8.94
56.894625663757324,2.0
56.944488525390625,8.6
56.99467754364014,5.29
57.0444130897522,6.24
57.09459638595581,10.67
57.14464235305786,8.06
57.19482636451721,5.19
57.24452495574951,8.06
57.294729709625244,10.14
57.34445023536682,1.41
57.39463567733765,5.83
57.444438219070435,5.38
57.49462604522705,1.73
57.54452991485596,7.48
57.59471821784973,1.41
57.64444661140442,10.58
57.69464063644409,9.59
57.74440360069275,3.6
57.79461216926575,8.18
57.84450554847717,6.32
57.89468955993652,1.73
57.94440412521362,2.44
