Time (s),Value A
40.356088638305664,8.12
40.405635356903076,10.29
40.45580720901489,1.73
40.506396770477295,3.74
40.555959701538086,8.83
40.60620641708374,8.3
40.655638217926025,8.77
40.705806255340576,7.34
40.75634288787842,6.24
40.80600619316101,10.04
40.85616612434387,11.61
40.90621852874756,1.41
40.956698179244995,9.59
41.00594687461853,2.44
41.0561146736145,5.0
41.10650396347046,3.74
41.15566420555115,1.73
41.20624899864197,4.24
41.255971908569336,8.36
41.30623006820679,11.31
41.35604667663574,7.61
41.40623474121094,5.91
41.456018686294556,1.41
41.506184577941895,7.54
41.55589032173157,10.04
41.60605239868164,5.19
41.65563440322876,6.63
41.7058379650116,3.6
41.756476163864136,10.0
41.806039810180664,10.72
41.85629987716675,9.89
41.9063081741333,8.18
41.95579695701599,5.65
42.005985498428345,6.55
42.0561420917511,8.6
42.106005907058716,6.63
42.15617871284485,6.7
42.20577597618103,7.41
42.25593829154968,5.47
42.30635714530945,2.44
42.35552000999451,2.64
42.40625762939453,1.73
42.45598006248474,8.88
42.506170988082886,14.35
42.555978775024414,12.4
42.606141567230225,9.27
42.65598750114441,6.08
42.70615792274475,9.74
42.75601124763489,7.07
42.80616760253906,7.28
42.85601878166199,9.48
42.90619421005249,6.4
42.956378698349,8.24
43.00551986694336,5.83
43.05628228187561,5.29
43.10602307319641,1.41
43.15617775917053,14.17
43.206279277801514,5.83
43.25644111633301,9.0
43.30603742599487,8.77
43.35620999336243,3.0
43.40596151351929,5.19
43.45612192153931,8.3
43.50566530227661,10.09
43.55582904815674,6.78
43.60633993148804,7.54
43.65599846839905,4.35
43.70616412162781,2.23
43.75599980354309,1.73
43.806156396865845,1.73
43.85605049133301,9.89
43.906232833862305,13.0
43.9562771320343,13.07
44.00640058517456,12.16
44.05598998069763,7.54
44.106149673461914,1.0
44.15577006340027,7.68
44.20592260360718,10.09
44.25630974769592,4.24
44.30549454689026,8.36
44.3564019203186,11.31
44.40596342086792,3.74
44.45612096786499,3.16
44.50637364387512,2.0
44.55553364753723,8.83
44.606271266937256,9.59
44.656006813049316,13.26
44.70616173744202,11.4
44.756386518478394,8.0
44.80553913116455,10.19
44.85643219947815,8.24
44.90604376792908,6.48
44.956509828567505,1.73
45.00602102279663,8.06
45.05617642402649,13.15
45.105923652648926,12.36
45.15609693527222,12.04
45.20560097694397,9.84
45.255760192871094,6.63
45.306312561035156,6.85
45.35600566864014,7.93
45.40628981590271,9.48
45.45642161369324,6.78
45.505656480789185,5.19
45.55643939971924,11.87
45.60604810714722,11.48
45.656227827072144,4.47
45.706058502197266,9.48
45.75622200965881,1.73
45.80602145195007,11.0
45.85620641708374,3.46
45.905665159225464,8.12
45.956104040145874,8.36
46.00649452209473,5.83
46.055670499801636,7.81
46.10631823539734,7.81
46.15603232383728,1.41
46.206188440322876,10.67
46.256370067596436,10.63
46.30553460121155,9.53
46.3564555644989,7.34
46.4060218334198,8.77
