Time,Sensor,Steps
54.03363084793091,699,28
54.08360528945923,700,28
54.13314342498779,699,28
54.18359875679016,699,28
54.23378658294678,700,28
54.283610343933105,700,28
54.3337881565094,700,28
54.383629322052,699,28
54.432820320129395,699,28
54.48363757133484,699,28
54.53378248214722,701,28
54.583120346069336,701,28
54.633665561676025,700,28
54.68288254737854,702,28
54.733657121658325,706,28
54.78362774848938,708,28
54.83288073539734,708,28
54.883602142333984,709,28
54.933637380599976,708,28
54.98293423652649,710,28
55.03361511230469,708,28
55.08361077308655,709,28
55.13315463066101,709,28
55.18361139297485,709,28
55.23378825187683,709,28
55.28362441062927,710,28
55.33279585838318,712,28
55.38365316390991,713,28
55.4336359500885,713,28
55.48282432556152,712,28
55.53364706039429,712,28
55.58364772796631,712,28
55.632896184921265,713,28
55.683659076690674,711,28
55.733691692352295,712,28
55.782968044281006,713,28
55.83364391326904,714,28
55.88367486000061,713,28
55.932926416397095,712,28
55.98377299308777,714,28
56.03368878364563,713,28
56.08298444747925,713,28
56.134013652801514,713,28
56.18366289138794,713,28
56.232906103134155,710,28
56.28364539146423,714,28
56.333701372146606,712,28
56.38298177719116,713,28
56.433677196502686,714,28
56.48362994194031,711,28
56.532883167266846,713,28
56.58369731903076,713,28
56.63370323181152,713,28
56.68298649787903,713,28
56.73371648788452,712,28
56.783719062805176,713,28
56.83296275138855,712,28
56.88369297981262,715,28
56.93372130393982,713,28
56.98300790786743,713,28
57.033716917037964,713,28
57.08369326591492,713,28
57.13319706916809,713,28
57.18371510505676,712,28
57.23371243476868,713,28
57.28298354148865,713,28
57.33373808860779,711,28
57.38373422622681,714,28
